comment_id,post_id,topic,comment_text,intent,sentiment_label,likes_on_comment,posted_on
C00075_P005,P005,Family Pressure,I'm in this post and I don't like it fr,validation,relatable,10,2025-06-06
C00076_P005,P005,Family Pressure,saved this for the next time it happens lmaoo,validation,relatable,12,2025-06-06
C00077_P005,P005,Family Pressure,dm for promotions !!,generic,neutral,10,2025-06-06
C00078_P005,P005,Family Pressure,haha true btw,generic,neutral,11,2025-06-06
C00079_P005,P005,Family Pressure,great content btw,generic,neutral,16,2025-06-06
C00080_P005,P005,Family Pressure,haha ++,generic,neutral,10,2025-06-06
C00081_P005,P005,Family Pressure,THIS IS LITERALLY ME BHAI,validation,relatable,16,2025-06-06
C00082_P005,P005,Family Pressure,bro me in one post pls,validation,relatable,15,2025-06-06
C00083_P005,P005,Family Pressure,awesome work ++,generic,neutral,8,2025-06-06
C00084_P005,P005,Family Pressure,i didn't consent to being exposed ngl,validation,relatable,7,2025-06-06
C00085_P005,P005,Family Pressure,who hurt you bro,sarcasm,neutral,7,2025-06-06
C00086_P005,P005,Family Pressure,smooth transitions btw,generic,neutral,5,2025-06-06
C00087_P005,P005,Family Pressure,fr exactly what i go through ?!,validation,relatable,7,2025-06-06
C00088_P005,P005,Family Pressure,literally exactly what I go through 💀,validation,relatable,12,2025-06-06
C00089_P005,P005,Family Pressure,true bro,generic,neutral,7,2025-06-06
C00000_P006,P006,Self-Image & Comparison,every frame is my biography ?!,validation,relatable,12,2025-06-08
C00001_P006,P006,Self-Image & Comparison,my therapist and my group chat will hear about this post lol,validation,relatable,14,2025-06-08
C00002_P006,P006,Self-Image & Comparison,not me so me yaar,validation,relatable,13,2025-06-08
C00003_P006,P006,Self-Image & Comparison,I agree !!,generic,neutral,13,2025-06-08
C00004_P006,P006,Self-Image & Comparison,no because too accurate anna,validation,relatable,9,2025-06-08
C00005_P006,P006,Self-Image & Comparison,cool edit 👍,generic,neutral,8,2025-06-08
C00006_P006,P006,Self-Image & Comparison,any tips for the 2am version of this?,question,neutral,13,2025-06-08
C00007_P006,P006,Self-Image & Comparison,fr literally me,validation,relatable,13,2025-06-08
C00008_P006,P006,Self-Image & Comparison,who hurt you bro,sarcasm,neutral,18,2025-06-08
C00009_P006,P006,Self-Image & Comparison,what camera do you use?,question,neutral,10,2025-06-08
C00010_P006,P006,Self-Image & Comparison,"another relatable page, how original",sarcasm,neutral,10,2025-06-08
C00011_P006,P006,Self-Image & Comparison,"uninstalled Instagram twice, reinstalled in a day",personal_story,relatable,13,2025-06-08
C00012_P006,P006,Self-Image & Comparison,genuinely how do you konw my life lmao,validation,relatable,9,2025-06-08
C00013_P006,P006,Self-Image & Comparison,😍 👍,generic,neutral,15,2025-06-08
C00014_P006,P006,Self-Image & Comparison,this is too accurate ngl,validation,relatable,14,2025-06-08
C00015_P006,P006,Self-Image & Comparison,nah so me lmao,validation,relatable,10,2025-06-08
C00016_P006,P006,Self-Image & Comparison,persooonal at this point fr fr,validation,relatable,13,2025-06-08
C00017_P006,P006,Self-Image & Comparison,fr too real anna,validation,relatable,13,2025-06-08
C00018_P006,P006,Self-Image & Comparison,haha 👍,generic,neutral,7,2025-06-08
C00019_P006,P006,Self-Image & Comparison,can you do one on exam results?,question,neutral,15,2025-06-08
C00020_P006,P006,Self-Image & Comparison,no yeah,ambiguous,neutral,11,2025-06-08
C00021_P006,P006,Self-Image & Comparison,superb macha,generic,neutral,14,2025-06-08
C00022_P006,P006,Self-Image & Comparison,hello?? too accurate bhai,validation,relatable,9,2025-06-08
C00023_P006,P006,Self-Image & Comparison,this is just basic psychology,sarcasm,neutral,15,2025-06-08
C00024_P006,P006,Self-Image & Comparison,"hold on, too real...",validation,relatable,10,2025-06-08
C00025_P006,P006,Self-Image & Comparison,I'm going to pretend I didn't read this,validation,relatable,5,2025-06-08
C00026_P006,P006,Self-Image & Comparison,the last line though,ambiguous,neutral,15,2025-06-08
C00027_P006,P006,Self-Image & Comparison,"came here to laugh, stayed to confront myself 🥲",validation,relatable,7,2025-06-08
C00028_P006,P006,Self-Image & Comparison,underrated page fr,generic,neutral,9,2025-06-08
C00029_P006,P006,Self-Image & Comparison,not me me in one post fr fr,validation,relatable,16,2025-06-08
C00030_P006,P006,Self-Image & Comparison,your page will blow up sis,generic,neutral,16,2025-06-08
C00031_P006,P006,Self-Image & Comparison,background music name?,generic,neutral,11,2025-06-08
C00032_P006,P006,Self-Image & Comparison,wow,ambiguous,neutral,12,2025-06-08
C00033_P006,P006,Self-Image & Comparison,is that your real voice?,question,neutral,10,2025-06-08
C00034_P006,P006,Self-Image & Comparison,personally attacked,ambiguous,relatable,9,2025-06-08
C00035_P006,P006,Self-Image & Comparison,"came here to laugh, stayed to confront myself 🥲🥲",validation,relatable,9,2025-06-08
C00036_P006,P006,Self-Image & Comparison,sending this to the group chat with no context,validation,relatable,12,2025-06-08
C00037_P006,P006,Self-Image & Comparison,sir this is my idary page,validation,relatable,13,2025-06-08
C00038_P006,P006,Self-Image & Comparison,no because my whole life pls,validation,relatable,13,2025-06-08
C00039_P006,P006,Self-Image & Comparison,reporting this for personal damage pls,validation,relatable,13,2025-06-08
C00040_P006,P006,Self-Image & Comparison,sending this to the group chat with no context!!,validation,relatable,7,2025-06-08
C00041_P006,P006,Self-Image & Comparison,hello?? the story of my life pls,validation,relatable,11,2025-06-08
C00042_P006,P006,Self-Image & Comparison,ok so a documentary about me lol,validation,relatable,6,2025-06-08
C00043_P006,P006,Self-Image & Comparison,awesome work :),generic,neutral,11,2025-06-08
C00044_P006,P006,Self-Image & Comparison,okay but same,ambiguous,relatable,10,2025-06-08
C00045_P006,P006,Self-Image & Comparison,facts bro,generic,neutral,14,2025-06-08
C00046_P006,P006,Self-Image & Comparison,no because too accurate 🥲,validation,relatable,10,2025-06-08
C00047_P006,P006,Self-Image & Comparison,lol ok !!,generic,neutral,7,2025-06-08
C00048_P006,P006,Self-Image & Comparison,its too accurate 🥲,validation,relatable,8,2025-06-08
C00049_P006,P006,Self-Image & Comparison,"why does this have no likes, underrated",question,neutral,13,2025-06-08
C00050_P006,P006,Self-Image & Comparison,lol ok sis,generic,neutral,12,2025-06-08
C00051_P006,P006,Self-Image & Comparison,your page will blow up !!,generic,neutral,7,2025-06-08
C00052_P006,P006,Self-Image & Comparison,this speaks for my whole generation ong,validation,relatable,7,2025-06-08
C00053_P006,P006,Self-Image & Comparison,everyone my age is achieving things and I'm here,personal_story,relatable,12,2025-06-08
C00054_P006,P006,Self-Image & Comparison,nah my whole life,validation,relatable,7,2025-06-08
C00055_P006,P006,Self-Image & Comparison,kinda yes,ambiguous,relatable,14,2025-06-08
C00056_P006,P006,Self-Image & Comparison,who allowed you to expose me like this no cap,validation,relatable,12,2025-06-08
C00057_P006,P006,Self-Image & Comparison,this speaks for my whole generation!!,validation,relatable,7,2025-06-08
C00058_P006,P006,Self-Image & Comparison,you read my diary 😭😭,validation,relatable,7,2025-06-08
C00059_P006,P006,Self-Image & Comparison,"sure, totally me",sarcasm,neutral,18,2025-06-08
C00060_P006,P006,Self-Image & Comparison,love htis page macha,generic,neutral,10,2025-06-08
C00061_P006,P006,Self-Image & Comparison,haha,generic,neutral,10,2025-06-08
C00062_P006,P006,Self-Image & Comparison,reporting this for personal damage da,validation,relatable,13,2025-06-08
C00063_P006,P006,Self-Image & Comparison,i live this every single day,validation,relatable,16,2025-06-08
C00064_P006,P006,Self-Image & Comparison,I can't,ambiguous,relatable,18,2025-06-08
C00065_P006,P006,Self-Image & Comparison,🔥🔥,generic,neutral,13,2025-06-08
C00000_P007,P007,Social Anxiety,nah exactly what i go through...,validation,relatable,5,2025-06-09
C00001_P007,P007,Social Anxiety,realest thing on my feed today,ambiguous,relatable,10,2025-06-09
C00002_P007,P007,Social Anxiety,my hands shake when the phone rings too,personal_story,relatable,6,2025-06-09
C00003_P007,P007,Social Anxiety,keep it up !!,generic,neutral,7,2025-06-09
C00004_P007,P007,Social Anxiety,that hit close to home pls,validation,relatable,7,2025-06-09
C00005_P007,P007,Social Anxiety,i agree 🔥,generic,neutral,12,2025-06-09
C00006_P007,P007,Social Anxiety,cool edit 👍,generic,neutral,13,2025-06-09
C00007_P007,P007,Social Anxiety,"another relatable page, how original",sarcasm,neutral,11,2025-06-09
C00008_P007,P007,Social Anxiety,true,generic,neutral,16,2025-06-09
C00009_P007,P007,Social Anxiety,"I rehearse before ordering coffee, no exaggeration",personal_story,relatable,10,2025-06-09
C00010_P007,P007,Social Anxiety,follow for follow? ++,generic,neutral,9,2025-06-09
C00011_P007,P007,Social Anxiety,"SURE, TOTALLY ME",sarcasm,neutral,14,2025-06-09
C00012_P007,P007,Social Anxiety,I paused. sat down. processed. same. da,validation,relatable,8,2025-06-09
C00013_P007,P007,Social Anxiety,"hold on, screenshot of my head lol",validation,relatable,16,2025-06-09
C00014_P007,P007,Social Anxiety,reporting this for personal damage ngl,validation,relatable,5,2025-06-09
C00000_P008,P008,Dating & Situationships,thats exactly what I go through fr fr,validation,relatable,10,2025-06-11
C00001_P008,P008,Dating & Situationships,wait too real,validation,relatable,12,2025-06-11
C00002_P008,P008,Dating & Situationships,free followers in bio sis,generic,neutral,11,2025-06-11
C00003_P008,P008,Dating & Situationships,superb btw,generic,neutral,15,2025-06-11
C00004_P008,P008,Dating & Situationships,literally screenshot of my head 😭😭,validation,relatable,6,2025-06-11
C00005_P008,P008,Dating & Situationships,he said 'we'll see' and I said ok like a fool,personal_story,relatable,9,2025-06-11
C00006_P008,P008,Dating & Situationships,"came here to laugh, stayed to confront myself anna",validation,relatable,16,2025-06-11
C00007_P008,P008,Dating & Situationships,mine left me on delivered for 3 days 😭,personal_story,relatable,14,2025-06-11
C00008_P008,P008,Dating & Situationships,part 3 when?,question,neutral,10,2025-06-11
C00009_P008,P008,Dating & Situationships,why does this feel personal fr,validation,relatable,12,2025-06-11
C00010_P008,P008,Dating & Situationships,follow for follow? 🔥,generic,neutral,9,2025-06-11
C00011_P008,P008,Dating & Situationships,excuse me it me lmaoo,validation,relatable,8,2025-06-11
C00012_P008,P008,Dating & Situationships,what's the song used here?,question,neutral,10,2025-06-11
C00013_P008,P008,Dating & Situationships,painfully accurate 💀,validation,relatable,10,2025-06-11
C00014_P008,P008,Dating & Situationships,can you make one about exams?,question,neutral,11,2025-06-11
C00015_P008,P008,Dating & Situationships,yeah no,ambiguous,neutral,7,2025-06-11
C00016_P008,P008,Dating & Situationships,LOVE THIS PAGE SIS,generic,neutral,17,2025-06-11
C00017_P008,P008,Dating & Situationships,wait the story of my life 😭,validation,relatable,18,2025-06-11
C00018_P008,P008,Dating & Situationships,underrated page fr :),generic,neutral,12,2025-06-11
C00019_P008,P008,Dating & Situationships,the edit quality is insane ++,generic,neutral,11,2025-06-11
C00020_P008,P008,Dating & Situationships,keep it up,generic,neutral,9,2025-06-11
C00021_P008,P008,Dating & Situationships,this is literally me bhai,validation,relatable,13,2025-06-11
C00022_P008,P008,Dating & Situationships,im going to pretend i didn't read this istg,validation,relatable,12,2025-06-11
C00023_P008,P008,Dating & Situationships,every frame is my biography bhai,validation,relatable,8,2025-06-11
C00024_P008,P008,Dating & Situationships,not me my brain on a normal tuesday,validation,relatable,15,2025-06-11
C00025_P008,P008,Dating & Situationships,what app is this?,question,neutral,14,2025-06-11
C00026_P008,P008,Dating & Situationships,"hold on, my everyday routine pls",validation,relatable,16,2025-06-11
C00027_P008,P008,Dating & Situationships,the way so me fr,validation,relatable,13,2025-06-11
C00028_P008,P008,Dating & Situationships,who allowed you to expose me like this pls,validation,relatable,12,2025-06-11
C00029_P008,P008,Dating & Situationships,took the words right out of my mouth,validation,relatable,10,2025-06-11
C00030_P008,P008,Dating & Situationships,it's too accurate lmao,validation,relatable,15,2025-06-11
C00031_P008,P008,Dating & Situationships,why is this my brain on a normal tuesday fr,validation,relatable,14,2025-06-11
C00032_P008,P008,Dating & Situationships,hurts but fair,ambiguous,relatable,6,2025-06-11
C00033_P008,P008,Dating & Situationships,hello?? my last three years in one video da,validation,relatable,5,2025-06-11
C00034_P008,P008,Dating & Situationships,KEEP IT UP MACHA,generic,neutral,10,2025-06-11
C00035_P008,P008,Dating & Situationships,I DIDN'T CONSENT TO BEING EXPOSED NGL,validation,relatable,13,2025-06-11
C00036_P008,P008,Dating & Situationships,sir this is my diary page anna,validation,relatable,18,2025-06-11
C00037_P008,P008,Dating & Situationships,why is this it me ong,validation,relatable,8,2025-06-11
C00038_P008,P008,Dating & Situationships,"why does this have no likes, underrated",question,neutral,11,2025-06-11
C00039_P008,P008,Dating & Situationships,can we get a version with english subtitles?,question,neutral,10,2025-06-11
C00040_P008,P008,Dating & Situationships,ok this is a mood,ambiguous,neutral,17,2025-06-11
C00041_P008,P008,Dating & Situationships,not to be dramatic but this post understood me better than my last three conversations yaar,validation,relatable,14,2025-06-11
C00042_P008,P008,Dating & Situationships,UNCOMFORTABLY ACCURATE,ambiguous,neutral,14,2025-06-11
C00043_P008,P008,Dating & Situationships,the edit quality is insaen :),generic,neutral,10,2025-06-11
C00044_P008,P008,Dating & Situationships,is this based on real events?,question,neutral,10,2025-06-11
C00045_P008,P008,Dating & Situationships,supeeerb 🔥,generic,neutral,9,2025-06-11
C00046_P008,P008,Dating & Situationships,yes because everyone does this obviously,sarcasm,neutral,6,2025-06-11
C00047_P008,P008,Dating & Situationships,sir this is my diary page fr fr,validation,relatable,14,2025-06-11
C00048_P008,P008,Dating & Situationships,lol ok,generic,neutral,13,2025-06-11
C00049_P008,P008,Dating & Situationships,first comment bro,generic,neutral,22,2025-06-11
C00050_P008,P008,Dating & Situationships,why is nobody talking about how accurate this is,ambiguous,neutral,19,2025-06-11
C00051_P008,P008,Dating & Situationships,I'm going to pretend I didn't read this istg,validation,relatable,11,2025-06-11
C00052_P008,P008,Dating & Situationships,"another relatable page, how original",sarcasm,neutral,13,2025-06-11
C00053_P008,P008,Dating & Situationships,this is a documentary about me 🥲🥲,validation,relatable,16,2025-06-11
C00000_P009,P009,Money Struggles,true :),generic,neutral,12,2025-06-12
C00001_P009,P009,Money Struggles,TREU THAT !!,generic,neutral,12,2025-06-12
C00002_P009,P009,Money Struggles,true that macha,generic,neutral,10,2025-06-12
C00003_P009,P009,Money Struggles,it's too accurate istg,validation,relatable,7,2025-06-12
C00004_P009,P009,Money Struggles,not me screenshot of my head fr,validation,relatable,12,2025-06-12
C00005_P009,P009,Money Struggles,saved this for the next time it happens ong,validation,relatable,11,2025-06-12
