comment_id,post_id,topic,comment_text,intent,sentiment_label,likes_on_comment,posted_on,clean,relatable_tag,relatable_probability,lexicon_score
C00039_P004,P004,College & Hostel Life,I felt that 😭😭,validation,relatable,10,2025-06-05,i felt that,Relatable,0.935,0.34
C00040_P004,P004,College & Hostel Life,took the words right out of my mouth istg,validation,relatable,5,2025-06-05,took the words right out of my mouth istg,Relatable,0.9668,0.0
C00041_P004,P004,College & Hostel Life,ok but literally me 😭😭,validation,relatable,15,2025-06-05,ok but literally me,Relatable,0.9758,0.68
C00042_P004,P004,College & Hostel Life,when is part 2? !!,generic,neutral,10,2025-06-05,when is part !!,Neutral,0.0285,0.06
C00043_P004,P004,College & Hostel Life,not this again,ambiguous,relatable,16,2025-06-05,not this again,Neutral,0.285,0.0
C00044_P004,P004,College & Hostel Life,ok so exactly what i go through,validation,relatable,16,2025-06-05,ok so exactly what i go through,Relatable,0.9517,0.34
C00045_P004,P004,College & Hostel Life,bro my whole life 🥲🥲,validation,relatable,14,2025-06-05,bro my whole life,Relatable,0.9488,0.0
C00046_P004,P004,College & Hostel Life,you read my diary 😭😭,validation,relatable,9,2025-06-05,you read my diary,Relatable,0.9682,0.0
C00047_P004,P004,College & Hostel Life,ok this one hurt,ambiguous,neutral,10,2025-06-05,ok this one hurt,Neutral,0.4574,0.34
C00048_P004,P004,College & Hostel Life,SO TRUE,generic,neutral,14,2025-06-05,so true,Neutral,0.0315,0.34
C00049_P004,P004,College & Hostel Life,haha ture 🔥,generic,neutral,9,2025-06-05,haha ture,Neutral,0.0245,0.0
C00050_P004,P004,College & Hostel Life,why does this feel personal ?!,validation,relatable,8,2025-06-05,why does this feel personal !,Relatable,0.9388,0.2
C00051_P004,P004,College & Hostel Life,I didn't consent to being exposed 😭,validation,relatable,11,2025-06-05,i didn't consent to being exposed,Relatable,0.9666,0.0
C00052_P004,P004,College & Hostel Life,why is this too accurate pls,validation,relatable,15,2025-06-05,why is this too accurate pls,Relatable,0.9705,0.34
C00053_P004,P004,College & Hostel Life,painfully accurate!!,validation,relatable,12,2025-06-05,painfully accurate!!,Relatable,0.9494,0.74
C00054_P004,P004,College & Hostel Life,literally my everyday routine 😅,validation,relatable,11,2025-06-05,literally my everyday routine,Relatable,0.9673,0.34
C00055_P004,P004,College & Hostel Life,🔥🔥 macha,generic,neutral,7,2025-06-05,macha,Neutral,0.0302,0.0
C00056_P004,P004,College & Hostel Life,facts macha,generic,neutral,12,2025-06-05,facts macha,Neutral,0.0115,0.0
C00057_P004,P004,College & Hostel Life,free followers in bio macha,generic,neutral,18,2025-06-05,free followers in bio macha,Neutral,0.0187,-0.68
C00058_P004,P004,College & Hostel Life,hurts but fair,ambiguous,relatable,8,2025-06-05,hurts but fair,Relatable,0.5599,0.34
C00059_P004,P004,College & Hostel Life,I relate to this too much ong,validation,relatable,11,2025-06-05,i relate to this too much ong,Relatable,0.9735,0.0
C00060_P004,P004,College & Hostel Life,watched this five times already 😭,validation,relatable,14,2025-06-05,watched this five times already,Relatable,0.9518,0.0
C00061_P004,P004,College & Hostel Life,wow okay then,ambiguous,neutral,13,2025-06-05,wow okay then,Neutral,0.4985,0.0
C00062_P004,P004,College & Hostel Life,reading this at 3am was a mistake anna,validation,relatable,12,2025-06-05,reading this at am was a mistake anna,Relatable,0.9679,0.0
C00063_P004,P004,College & Hostel Life,I'm crying,ambiguous,relatable,12,2025-06-05,i'm crying,Relatable,0.5878,0.34
C00064_P004,P004,College & Hostel Life,yes because everyone does this obviously,sarcasm,neutral,10,2025-06-05,yes because everyone does this obviously,Neutral,0.0767,0.0
C00065_P004,P004,College & Hostel Life,"hold on, my last three years in one video pls",validation,relatable,9,2025-06-05,hold on my last three years in one video pls,Relatable,0.9787,0.0
C00066_P004,P004,College & Hostel Life,awesooome work macha,generic,neutral,13,2025-06-05,awesoome work macha,Neutral,0.0426,0.0
C00067_P004,P004,College & Hostel Life,reporting this for personal damage da,validation,relatable,13,2025-06-05,reporting this for personal damage da,Relatable,0.9519,0.0
C00068_P004,P004,College & Hostel Life,check my page bro,generic,neutral,14,2025-06-05,check my page bro,Neutral,0.0282,-0.68
C00000_P005,P005,Family Pressure,"came here to laugh, stayed to confront myself...",validation,relatable,6,2025-06-06,came here to laugh stayed to confront myself,Relatable,0.9669,0.34
C00001_P005,P005,Family Pressure,'log kya kahenge' has ruined more careers than failure ever did,personal_story,relatable,10,2025-06-06,'log kya kahenge' has ruined more careers than failure ever did,Relatable,0.8525,0.0
C00002_P005,P005,Family Pressure,OK SO MY EVERYDAY ROUTINE LOL,validation,relatable,11,2025-06-06,ok so my everyday routine lol,Relatable,0.9388,0.0
C00003_P005,P005,Family Pressure,the algorithm finally did something right :),generic,neutral,9,2025-06-06,the algorithm finally did something right,Neutral,0.0521,0.0
C00004_P005,P005,Family Pressure,not me the story of my life 😭😭,validation,relatable,11,2025-06-06,not me the story of my life,Relatable,0.9923,0.34
C00005_P005,P005,Family Pressure,first comment ++,generic,neutral,6,2025-06-06,first comment,Neutral,0.0263,0.0
C00006_P005,P005,Family Pressure,superb !!,generic,neutral,6,2025-06-06,superb !!,Neutral,0.0327,0.4
C00007_P005,P005,Family Pressure,haha :),generic,neutral,14,2025-06-06,haha,Neutral,0.0245,0.0
C00008_P005,P005,Family Pressure,😍 bro,generic,neutral,10,2025-06-06,bro,Neutral,0.0594,0.0
C00009_P005,P005,Family Pressure,the timing of this post is suspicious ngl,validation,relatable,7,2025-06-06,the timing of this post is suspicious ngl,Relatable,0.9751,0.0
C00010_P005,P005,Family Pressure,not me personal at this point,validation,relatable,11,2025-06-06,not me personal at this point,Relatable,0.9826,0.34
C00011_P005,P005,Family Pressure,a mood,ambiguous,neutral,13,2025-06-06,a mood,Neutral,0.3889,0.0
C00012_P005,P005,Family Pressure,WHY IS THIS PERSONAL AT THIS POINT ONG,validation,relatable,8,2025-06-06,why is this personal at this point ong,Relatable,0.9768,0.0
C00013_P005,P005,Family Pressure,"everyone overthinks, nothing special",sarcasm,neutral,12,2025-06-06,everyone overthinks nothing special,Neutral,0.0555,0.0
C00014_P005,P005,Family Pressure,great content sis,generic,neutral,7,2025-06-06,great content sis,Neutral,0.0222,-0.34
C00015_P005,P005,Family Pressure,painfully accurate lol,validation,relatable,6,2025-06-06,painfully accurate lol,Relatable,0.9086,0.68
C00016_P005,P005,Family Pressure,posted at the right time 👍,generic,neutral,11,2025-06-06,posted at the right time,Neutral,0.0522,0.0
C00017_P005,P005,Family Pressure,follow for follow? ++,generic,neutral,11,2025-06-06,follow for follow,Neutral,0.0253,-0.34
C00018_P005,P005,Family Pressure,wow so relatable 🙄,sarcasm,neutral,12,2025-06-06,wow so relatable,Neutral,0.0446,0.34
C00019_P005,P005,Family Pressure,deserves way more likes sis,generic,neutral,13,2025-06-06,deserves way more likes sis,Neutral,0.0249,0.0
C00020_P005,P005,Family Pressure,"watched this, closed the app, opened it again, watched it again. yeah. anna",validation,relatable,17,2025-06-06,watched this closed the app opened it again watched it again yeah anna,Relatable,0.9137,-0.34
C00021_P005,P005,Family Pressure,i paused. sat down. processed. same. yaar,validation,relatable,11,2025-06-06,i paused sat down processed same yaar,Relatable,0.9546,0.34
C00022_P005,P005,Family Pressure,WAIT SO ME DA,validation,relatable,9,2025-06-06,wait so me da,Relatable,0.9764,0.34
C00023_P005,P005,Family Pressure,i didn't consent to being exposed fr fr,validation,relatable,13,2025-06-06,i didn't consent to being exposed fr fr,Relatable,0.98,0.0
C00024_P005,P005,Family Pressure,excuse me my brain on a normal tuesday lmao,validation,relatable,9,2025-06-06,excuse me my brain on a normal tuesday lmao,Relatable,0.9818,0.34
C00025_P005,P005,Family Pressure,the way it me 😭😭,validation,relatable,10,2025-06-06,the way it me,Relatable,0.98,0.34
C00026_P005,P005,Family Pressure,🔥🔥 macha,generic,neutral,7,2025-06-06,macha,Neutral,0.0302,0.0
C00027_P005,P005,Family Pressure,the caption though,ambiguous,relatable,5,2025-06-06,the caption though,Relatable,0.5925,0.0
C00028_P005,P005,Family Pressure,no because my everyday routine,validation,relatable,16,2025-06-06,no because my everyday routine,Relatable,0.9501,0.0
C00029_P005,P005,Family Pressure,this speaks for my whole generation lmao,validation,relatable,14,2025-06-06,this speaks for my whole generation lmao,Relatable,0.9669,0.0
C00030_P005,P005,Family Pressure,THIS IS LITERALLY ME ANNA,validation,relatable,12,2025-06-06,this is literally me anna,Relatable,0.9715,0.68
C00031_P005,P005,Family Pressure,FACTS SIS,generic,neutral,10,2025-06-06,facts sis,Neutral,0.0304,0.0
C00032_P005,P005,Family Pressure,THE EDIT QUALITY IS INSANE :),generic,neutral,8,2025-06-06,the edit quality is insane,Neutral,0.0239,-0.34
C00033_P005,P005,Family Pressure,YOU READ MY DIARY YAAR,validation,relatable,8,2025-06-06,you read my diary yaar,Relatable,0.9641,0.0
C00034_P005,P005,Family Pressure,wait my biography ?!,validation,relatable,9,2025-06-06,wait my biography !,Relatable,0.9727,0.2
C00035_P005,P005,Family Pressure,background music name? btw,generic,neutral,11,2025-06-06,background music name btw,Neutral,0.0168,-0.34
C00036_P005,P005,Family Pressure,any tips for the 2am version of this?,question,neutral,12,2025-06-06,any tips for the am version of this,Neutral,0.104,-0.34
C00037_P005,P005,Family Pressure,reporting this for personal damage 😅,validation,relatable,12,2025-06-06,reporting this for personal damage,Relatable,0.9503,0.0
C00038_P005,P005,Family Pressure,cool edit 👍,generic,neutral,9,2025-06-06,cool edit,Neutral,0.0241,-0.68
C00039_P005,P005,Family Pressure,no because my whole life...,validation,relatable,16,2025-06-06,no because my whole life,Relatable,0.9748,0.0
C00040_P005,P005,Family Pressure,not me my brain on a normal tuesday ngl,validation,relatable,13,2025-06-06,not me my brain on a normal tuesday ngl,Relatable,0.9902,0.34
C00041_P005,P005,Family Pressure,how do you deal with this though?,question,neutral,11,2025-06-06,how do you deal with this though,Neutral,0.1266,0.0
C00042_P005,P005,Family Pressure,"I'm the family NGO, free labour included",personal_story,relatable,12,2025-06-06,i'm the family ngo free labour included,Relatable,0.8586,-0.34
C00043_P005,P005,Family Pressure,sir this is my diary page ong,validation,relatable,10,2025-06-06,sir this is my diary page ong,Relatable,0.9769,-0.34
C00044_P005,P005,Family Pressure,"found this page today, already binged everything!",generic,neutral,9,2025-06-06,found this page today already binged everything!,Neutral,0.0228,-0.14
C00045_P005,P005,Family Pressure,why does this feel personal 😭,validation,relatable,10,2025-06-06,why does this feel personal,Relatable,0.9388,0.0
C00046_P005,P005,Family Pressure,can you do one on exam results?,question,neutral,13,2025-06-06,can you do one on exam results,Neutral,0.1137,0.0
C00047_P005,P005,Family Pressure,I can't,ambiguous,neutral,5,2025-06-06,i can't,Neutral,0.4107,0.0
C00048_P005,P005,Family Pressure,🔥🔥 BRO,generic,neutral,7,2025-06-06,bro,Neutral,0.0594,0.0
C00049_P005,P005,Family Pressure,this is so me fr fr,validation,relatable,6,2025-06-06,this is so me fr fr,Relatable,0.9868,0.34
C00050_P005,P005,Family Pressure,follow for follow? btw,generic,neutral,6,2025-06-06,follow for follow btw,Neutral,0.0129,-0.34
C00051_P005,P005,Family Pressure,"why does this have no likes, underrated",question,neutral,14,2025-06-06,why does this have no likes underrated,Neutral,0.0679,0.0
C00052_P005,P005,Family Pressure,love this page 👍,generic,neutral,12,2025-06-06,love this page,Neutral,0.0197,-0.34
C00053_P005,P005,Family Pressure,painfully accurate 😭😭,validation,relatable,10,2025-06-06,painfully accurate,Relatable,0.9494,0.68
C00054_P005,P005,Family Pressure,exactly.,ambiguous,neutral,7,2025-06-06,exactly,Neutral,0.3346,0.34
C00055_P005,P005,Family Pressure,song name please? :),generic,neutral,11,2025-06-06,song name please,Neutral,0.019,-0.34
C00056_P005,P005,Family Pressure,painfully accurate pls,validation,relatable,10,2025-06-06,painfully accurate pls,Relatable,0.9379,0.68
C00057_P005,P005,Family Pressure,every frame is my biography lmao,validation,relatable,8,2025-06-06,every frame is my biography lmao,Relatable,0.9763,0.0
C00058_P005,P005,Family Pressure,seen.,ambiguous,relatable,10,2025-06-06,seen,Neutral,0.4816,0.34
C00059_P005,P005,Family Pressure,posted at the right time btw,generic,neutral,10,2025-06-06,posted at the right time btw,Neutral,0.0322,0.0
C00060_P005,P005,Family Pressure,the timing of this post is suspicious bhai,validation,relatable,12,2025-06-06,the timing of this post is suspicious bhai,Relatable,0.9737,0.0
C00061_P005,P005,Family Pressure,sadly accurate,ambiguous,neutral,12,2025-06-06,sadly accurate,Relatable,0.5629,0.34
C00062_P005,P005,Family Pressure,excuse me exactly what i go through ong,validation,relatable,6,2025-06-06,excuse me exactly what i go through ong,Relatable,0.9791,0.68
C00063_P005,P005,Family Pressure,this is my whole life fr,validation,relatable,10,2025-06-06,this is my whole life fr,Relatable,0.9913,0.0
C00064_P005,P005,Family Pressure,part 2 please?,question,neutral,12,2025-06-06,part please,Neutral,0.0278,-0.34
C00065_P005,P005,Family Pressure,literally my last three yeeears in one video lol,validation,relatable,11,2025-06-06,literally my last three yeears in one video lol,Relatable,0.9637,0.34
C00066_P005,P005,Family Pressure,you read my diary fr,validation,relatable,14,2025-06-06,you read my diary fr,Relatable,0.9711,0.0
C00067_P005,P005,Family Pressure,"HOLD ON, SCREENSHOT OF MY HEAD LMAOO",validation,relatable,12,2025-06-06,hold on screenshot of my head lmaoo,Relatable,0.9768,0.0
C00068_P005,P005,Family Pressure,hello?? literally me,validation,relatable,8,2025-06-06,hello literally me,Relatable,0.9694,0.68
C00069_P005,P005,Family Pressure,I agree 🔥,generic,neutral,7,2025-06-06,i agree,Neutral,0.0316,0.0
C00070_P005,P005,Family Pressure,"came here to laugh, stayed to confront myself fr fr",validation,relatable,12,2025-06-06,came here to laugh stayed to confront myself fr fr,Relatable,0.9793,0.34
C00071_P005,P005,Family Pressure,it's too accurate fr fr,validation,relatable,5,2025-06-06,it's too accurate fr fr,Relatable,0.9832,0.34
C00072_P005,P005,Family Pressure,saved this for the next time it happens da,validation,relatable,11,2025-06-06,saved this for the next time it happens da,Relatable,0.9566,0.0
C00073_P005,P005,Family Pressure,stop describing me yaar,validation,relatable,16,2025-06-06,stop describing me yaar,Relatable,0.9639,0.34
C00074_P005,P005,Family Pressure,I DIDN'T CONSENT TO BEING EXPOSED,validation,relatable,11,2025-06-06,i didn't consent to being exposed,Relatable,0.9666,0.0
C00075_P005,P005,Family Pressure,I'm in this post and I don't like it fr,validation,relatable,10,2025-06-06,i'm in this post and i don't like it fr,Relatable,0.9723,0.0
C00076_P005,P005,Family Pressure,saved this for the next time it happens lmaoo,validation,relatable,12,2025-06-06,saved this for the next time it happens lmaoo,Relatable,0.9567,0.0
C00077_P005,P005,Family Pressure,dm for promotions !!,generic,neutral,10,2025-06-06,dm for promotions !!,Neutral,0.0208,0.06
C00078_P005,P005,Family Pressure,haha true btw,generic,neutral,11,2025-06-06,haha true btw,Neutral,0.0079,0.34
C00079_P005,P005,Family Pressure,great content btw,generic,neutral,16,2025-06-06,great content btw,Neutral,0.0213,-0.34
C00080_P005,P005,Family Pressure,haha ++,generic,neutral,10,2025-06-06,haha,Neutral,0.0245,0.0
C00081_P005,P005,Family Pressure,THIS IS LITERALLY ME BHAI,validation,relatable,16,2025-06-06,this is literally me bhai,Relatable,0.9743,0.68
